,Life expectancy,Adult Mortality,Alcohol,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,Schooling,Status_Encoded
1657,61.7,215.0,0.01,64.0,322,26.8,12,63.0,3.79,64.0,1.2,146.83851,356288.0,8.9,7.1,0
1656,62.0,214.0,0.01,64.0,1292,27.4,12,52.0,3.28,64.0,1.2,123.383675,369543.0,8.7,7.6,0
1655,62.2,212.0,0.01,75.0,234,28.1,12,73.0,2.87,75.0,1.2,1393.261593,3717672.0,8.5,7.7,0
1654,62.5,29.0,0.01,9.0,35,28.8,12,9.0,3.36,9.0,1.2,1364.283745,383239.0,8.3,7.8,0
1653,62.7,28.0,0.01,9.0,62,29.4,12,9.0,3.63,9.0,1.1,145.57838,394617.0,8.1,8.2,0
1682,71.0,177.0,4.6,88.0,0,25.3,0,88.0,3.78,88.0,0.1,3861.32414,1186873.0,8.1,12.1,0
1681,71.5,177.0,4.38,92.0,0,25.8,0,93.0,3.87,92.0,0.1,3792.182152,1196287.0,8.0,12.2,0
1680,71.5,179.0,4.14,88.0,0,26.4,0,88.0,4.24,88.0,0.1,3957.51296,124621.0,7.9,12.5,0
1679,71.5,174.0,4.08,97.0,777,26.9,0,99.0,4.15,99.0,0.1,4623.347642,121337.0,7.9,12.6,0
1678,71.9,168.0,4.16,98.0,28,27.5,0,98.0,4.29,98.0,0.1,5229.876738,12213.0,7.8,12.8,0
1677,72.1,168.0,3.94,97.0,7,28.0,0,97.0,4.47,97.0,0.1,5116.45424,1228254.0,7.7,13.0,0
1676,71.8,165.0,3.73,97.0,3,28.6,0,98.0,4.38,97.0,0.1,5695.969327,1233996.0,7.6,13.4,0
1675,72.9,161.0,3.24,97.0,13,29.1,0,96.0,4.24,97.0,0.1,6574.654338,123963.0,7.5,13.5,0
1674,72.7,166.0,2.49,99.0,12,29.7,0,99.0,4.6,99.0,0.1,83.635,1244121.0,7.4,13.6,0
1671,73.6,158.0,3.03,98.0,2,31.3,0,98.0,5.2,98.0,0.1,9197.26972,125244.0,7.1,14.1,0
1670,73.9,154.0,0.01,98.0,0,31.8,0,98.0,4.76,98.0,0.1,9291.227619,1255882.0,7.1,14.3,0
1669,74.1,147.0,0.01,98.0,0,32.3,0,98.0,4.82,98.0,0.1,9637.265,1258653.0,7.0,14.7,0
1668,74.2,148.0,0.01,97.0,0,32.8,0,98.0,4.81,97.0,0.1,1153.93822,126934.0,7.0,14.7,0
1667,74.6,146.0,0.01,97.0,0,33.3,0,98.0,4.81,97.0,0.1,9252.11724,126265.0,6.9,15.2,0
1698,74.8,129.0,4.99,97.0,30,52.4,66,97.0,4.98,97.0,0.1,672.92113,11719673.0,2.0,11.4,0
1697,75.0,126.0,4.86,97.0,3,53.2,62,97.0,5.35,97.0,0.1,731.378864,136768.0,1.9,11.6,0
1696,75.0,127.0,4.77,97.0,0,54.1,58,98.0,5.52,97.0,0.1,716.8219,1435568.0,1.9,11.6,0
1695,75.0,127.0,4.88,98.0,44,54.9,55,98.0,6.2,98.0,0.1,6751.998987,1564453.0,1.9,11.9,0
1694,75.4,124.0,4.9,98.0,64,55.7,52,98.0,6.11,98.0,0.1,7199.59665,16995583.0,1.8,12.1,0
1693,75.3,126.0,4.93,98.0,6,56.4,49,98.0,6.4,98.0,0.1,7986.798439,18472228.0,1.8,12.2,0
1692,75.8,125.0,5.11,98.0,23,57.2,47,98.0,5.83,98.0,0.1,8767.92258,1192378.0,1.8,12.2,0
1691,76.0,123.0,5.35,98.0,0,57.9,45,98.0,5.92,98.0,0.1,933.341687,111836346.0,1.7,12.3,0
1690,75.6,127.0,5.36,97.0,0,58.7,43,96.0,6.6,96.0,0.1,9689.52887,11366189.0,1.7,12.3,0
1689,75.7,13.0,5.27,95.0,0,59.4,42,95.0,6.6,95.0,0.1,7748.12331,11555228.0,1.7,12.5,0
1688,75.6,127.0,5.21,93.0,0,6.1,40,95.0,6.39,95.0,0.1,8959.581416,117318941.0,1.6,12.5,0
1687,76.1,124.0,5.3,98.0,3,6.8,39,97.0,6.4,97.0,0.1,9834.472689,119917.0,1.6,12.6,0
1686,76.3,123.0,5.29,99.0,0,61.5,38,99.0,6.21,99.0,0.1,982.532572,1282837.0,1.6,12.7,0
1685,76.6,12.0,5.23,82.0,0,62.1,37,83.0,6.3,83.0,0.1,1298.86766,122535969.0,1.6,12.9,0
1684,76.6,122.0,5.26,84.0,3,62.8,36,87.0,6.3,87.0,0.1,1452.27766,1242216.0,1.6,13.1,0
1683,76.7,122.0,5.26,82.0,0,63.5,35,87.0,6.3,87.0,0.1,9143.128494,12589949.0,1.5,13.3,0
1714,67.0,185.0,2.23,87.0,0,61.5,0,85.0,7.88,85.0,0.1,1228.829749,1396923.0,0.3,0.0,0
1713,67.2,183.0,2.82,81.0,0,62.0,0,79.0,8.58,75.0,0.1,1228.829749,1396923.0,0.3,10.1,0
1712,66.2,21.0,2.78,85.0,0,62.4,0,84.0,8.2,84.0,0.1,1228.829749,1396923.0,0.2,10.2,0
1711,67.5,18.0,3.15,89.0,0,62.8,0,88.0,9.69,92.0,0.1,1228.829749,1396923.0,0.2,10.4,0
1710,67.7,179.0,2.02,9.0,0,63.2,0,82.0,1.64,78.0,0.1,1228.829749,1396923.0,0.2,10.5,0
1709,67.9,178.0,1.9,91.0,0,63.6,0,94.0,12.11,94.0,0.1,1228.829749,1396923.0,0.2,10.7,0
1708,68.0,176.0,1.73,84.0,0,64.1,0,81.0,11.92,67.0,0.1,1228.829749,1396923.0,0.2,10.9,0
1707,68.2,175.0,1.64,9.0,0,64.7,0,79.0,11.99,79.0,0.1,1228.829749,1396923.0,0.2,11.0,0
1706,68.4,174.0,1.97,89.0,0,65.2,0,88.0,12.94,85.0,0.1,1228.829749,1396923.0,0.2,11.2,0
1705,68.5,172.0,2.06,89.0,0,65.8,0,81.0,13.44,91.0,0.1,1228.829749,1396923.0,0.2,11.4,0
1704,68.7,171.0,1.76,88.0,0,66.4,0,85.0,13.83,85.0,0.1,1228.829749,1396923.0,0.2,11.5,0
1703,68.9,169.0,1.89,83.0,0,67.0,0,83.0,13.76,84.0,0.1,1228.829749,1396923.0,0.2,11.7,0
1702,69.0,168.0,2.98,82.0,0,67.5,0,81.0,12.77,81.0,0.1,1228.829749,1396923.0,0.2,11.7,0
1701,69.2,166.0,1.67,83.0,0,68.1,0,81.0,13.38,81.0,0.1,1228.829749,1396923.0,0.2,11.7,0
1700,69.4,164.0,1.58,81.0,140,68.7,0,76.0,13.71,77.0,0.1,1228.829749,1396923.0,0.2,11.7,0
1699,69.4,166.0,1.58,78.0,0,69.4,0,71.0,13.71,72.0,0.1,1228.829749,1396923.0,0.2,11.7,0
1731,62.8,274.0,2.79,93.0,925,38.5,3,94.0,4.92,94.0,0.1,474.2133361,2397436.0,2.6,8.9,0
1730,63.2,266.0,2.87,95.0,10000,39.1,3,95.0,5.45,95.0,0.1,524.145924,2419776.0,2.5,9.4,0
1729,63.8,263.0,2.43,98.0,1205,39.8,2,98.0,5.81,98.0,0.1,571.51883,2443659.0,2.4,10.1,0
1727,64.0,284.0,1.75,98.0,0,41.3,2,99.0,5.99,99.0,0.1,797.8377432,2496832.0,2.3,11.2,0
1726,64.5,274.0,2.75,98.0,0,42.1,2,99.0,5.9,99.0,0.1,998.8226671,2526446.0,2.3,11.8,0
1725,65.0,271.0,2.91,98.0,26,43.0,2,98.0,4.68,99.0,0.1,1334.651896,255812.0,2.2,12.7,0
1724,65.9,26.0,3.79,98.0,12,43.9,2,99.0,5.6,95.0,0.1,1634.81431,259167.0,2.2,13.0,0
1723,67.4,225.0,4.26,96.0,31,44.9,2,95.0,5.58,96.0,0.1,2139.625631,2628131.0,2.2,13.4,0
1722,66.9,235.0,4.61,97.0,8,45.9,2,96.0,5.29,95.0,0.1,1717.898761,2668289.0,2.2,13.8,0
1721,66.3,25.0,5.8,96.0,7,46.9,2,96.0,4.7,96.0,0.1,265.353659,271265.0,2.2,14.3,0
1720,67.3,235.0,0.01,99.0,0,48.0,2,99.0,4.45,99.0,0.1,3769.595255,2761516.0,2.2,14.6,0
1719,67.8,231.0,0.01,99.0,0,49.2,2,99.0,4.22,99.0,0.1,4368.82248,2814226.0,2.2,14.7,0
1718,68.1,227.0,0.01,98.0,0,5.4,1,98.0,4.21,98.0,0.1,4385.379355,286917.0,2.2,14.7,0
1717,68.4,225.0,0.01,99.0,0,51.5,1,99.0,4.73,99.0,0.1,4181.583321,2923896.0,2.2,14.8,0
1716,68.8,222.0,0.01,99.0,10000,52.7,1,99.0,4.73,99.0,0.1,3944.1839,2976877.0,2.2,14.8,0
1747,73.0,144.0,0.01,91.0,0,51.9,0,9.0,7.32,9.0,0.1,1627.42893,6495.0,2.6,0.0,0
1746,73.3,136.0,0.01,91.0,0,52.7,0,9.0,8.23,9.0,0.1,199.583957,67389.0,2.5,0.0,0
1745,73.4,136.0,0.01,91.0,0,53.5,0,9.0,8.33,9.0,0.1,216.243274,69828.0,2.5,0.0,0
1744,73.5,134.0,0.01,91.0,0,54.2,0,9.0,8.91,9.0,0.1,2789.1735,612267.0,2.4,0.0,0
1743,73.5,134.0,0.01,91.0,0,55.0,0,9.0,8.45,9.0,0.1,338.199535,613353.0,2.3,12.6,0
1742,73.6,133.0,2.695,91.0,0,55.7,0,9.0,8.46,9.0,0.1,3674.617924,614261.0,2.3,12.8,0
1741,73.8,13.0,5.38,9.0,0,56.5,0,9.0,8.1,9.0,0.1,4383.59597,61525.0,2.2,13.2,0
1740,74.2,125.0,4.98,9.0,0,57.2,0,92.0,6.74,92.0,0.1,5957.145693,615875.0,2.1,13.6,0
1739,74.6,121.0,6.17,93.0,0,57.8,0,95.0,6.13,95.0,0.1,7325.73474,616969.0,2.1,14.2,0
1738,75.0,117.0,6.45,87.0,0,58.5,0,91.0,6.7,92.0,0.1,6698.79439,618294.0,2.0,14.6,0
1737,75.3,115.0,6.56,9.0,5,59.1,0,93.0,6.9,94.0,0.1,6682.281158,619428.0,2.0,15.0,0
1736,75.4,113.0,6.56,91.0,5,59.7,0,95.0,6.92,95.0,0.1,7318.742449,6279.0,1.9,15.1,0
1735,75.6,11.0,0.01,9.0,0,6.2,0,94.0,7.25,94.0,0.1,6586.71929,6261.0,1.9,15.1,0
1734,75.8,19.0,0.01,9.0,0,6.7,0,94.0,6.43,94.0,0.1,7186.429787,62127.0,1.8,15.1,0
1733,75.9,17.0,0.01,87.0,0,61.3,0,91.0,6.42,91.0,0.1,7378.345289,62181.0,1.8,15.1,0
1732,76.1,16.0,0.01,82.0,0,61.8,0,89.0,6.42,89.0,0.1,6461.192554,622159.0,1.8,15.1,0
1763,68.6,16.0,0.45,43.0,7368,44.8,32,95.0,4.18,95.0,0.1,1332.382358,28849621.0,6.7,8.0,0
1762,69.0,155.0,0.46,84.0,2724,45.7,30,93.0,4.44,96.0,0.1,1336.775376,29181832.0,6.7,8.5,0
1761,69.5,15.0,0.46,92.0,6000,46.5,29,94.0,5.31,94.0,0.1,1413.757176,29512368.0,6.6,8.8,0
1760,69.9,146.0,0.58,9.0,10000,47.3,28,91.0,5.25,91.0,0.1,1721.973863,29843937.0,6.6,9.3,0
1759,72.0,142.0,0.56,95.0,6399,48.2,27,97.0,5.22,97.0,0.1,1948.812275,3179285.0,6.5,9.6,0
1758,77.0,137.0,0.47,96.0,0,49.1,26,98.0,5.6,98.0,0.1,213.755559,35217.0,6.5,9.8,0
1757,71.0,133.0,0.58,95.0,1217,49.9,25,97.0,5.23,97.0,0.1,2191.478567,3869346.0,6.4,10.0,0
1756,71.4,128.0,0.56,95.0,2248,5.8,25,95.0,5.48,95.0,0.1,2494.353552,31225881.0,6.4,10.0,0
1755,71.8,123.0,0.51,97.0,1455,51.7,24,99.0,5.41,99.0,0.1,2884.94776,31596855.0,6.4,10.3,0
1754,72.3,116.0,0.62,98.0,834,52.7,23,99.0,5.67,99.0,0.1,2861.5545,31989897.0,6.4,10.5,0
1753,72.8,11.0,0.56,98.0,633,53.6,23,99.0,5.86,99.0,0.1,2834.2472,3249639.0,6.3,10.7,0
1752,73.3,14.0,0.54,98.0,982,54.6,22,98.0,5.99,99.0,0.1,339.91616,32858823.0,6.3,11.2,0
1751,73.6,99.0,0.55,99.0,668,55.5,22,99.0,6.15,99.0,0.1,294.746728,33333789.0,6.3,11.6,0
1750,73.9,97.0,0.45,99.0,92,56.5,21,99.0,5.94,99.0,0.1,3111.762887,33824769.0,6.4,12.1,0
1749,74.1,96.0,0.43,99.0,10,57.5,21,99.0,5.91,99.0,0.1,3154.513484,3431882.0,6.4,12.1,0
1748,74.3,95.0,0.43,99.0,17,58.5,20,99.0,5.91,99.0,0.1,2847.285569,3483322.0,6.4,12.1,0
1779,49.0,43.0,1.14,91.0,7375,16.5,136,69.0,6.16,9.0,8.6,277.6486591,1867687.0,4.2,5.4,0
1778,49.5,48.0,2.09,25.0,7085,16.9,132,72.0,5.64,73.0,8.6,256.4414872,18588758.0,4.1,5.8,0
1777,49.8,399.0,2.16,76.0,7155,17.3,127,76.0,6.45,76.0,8.6,262.884551,19139658.0,4.0,6.2,0
1776,51.0,399.0,1.68,76.0,10000,17.7,124,67.0,6.39,85.0,8.6,283.8911588,19716598.0,4.0,6.7,0
1775,54.0,399.0,1.54,76.0,9396,18.1,120,69.0,5.91,83.0,8.6,336.3318145,231275.0,3.9,7.0,0
1774,58.0,399.0,1.23,75.0,10000,18.5,117,71.0,6.87,9.0,8.6,369.1545359,29237.0,3.9,7.3,0
1773,51.2,399.0,1.2,75.0,183,18.9,113,73.0,6.51,78.0,8.6,385.7567141,21547463.0,3.8,7.9,0
1772,52.1,399.0,1.03,75.0,267,19.3,108,75.0,5.25,75.0,8.6,422.1461573,22188387.0,3.8,8.2,0
1771,53.2,45.0,1.48,75.0,4,19.7,104,74.0,4.91,75.0,8.6,53.127719,22846758.0,3.7,8.8,0
1767,54.8,48.0,1.19,76.0,145,21.3,90,73.0,5.58,76.0,6.9,566.513873,2567666.0,3.6,9.2,0
1766,55.3,46.0,1.16,78.0,8,21.8,87,78.0,5.9,78.0,5.1,65.985681,26434372.0,3.6,9.1,0
1765,56.7,375.0,0.01,79.0,9,22.2,84,79.0,6.98,79.0,4.1,623.2871141,27212382.0,3.6,9.1,0
1764,57.6,355.0,0.01,9.0,79,22.6,81,9.0,6.98,9.0,3.9,528.3125597,281691.0,3.6,9.1,0
1795,62.1,243.0,0.35,91.0,845,13.6,100,88.0,1.84,82.0,0.4,193.187484,4695462.0,13.3,7.5,0
1794,62.5,239.0,0.38,91.0,2519,14.1,98,77.0,1.8,73.0,0.4,138.9249275,46627994.0,13.3,7.6,0
1793,62.8,235.0,0.41,91.0,736,14.6,96,84.0,2.5,79.0,0.4,143.77651,471422.0,13.3,7.6,0
1792,63.2,231.0,0.4,9.0,830,15.2,93,86.0,1.97,78.0,0.5,219.782326,47624894.0,13.3,7.7,0
1791,63.5,228.0,0.44,39.0,1329,15.7,90,92.0,1.97,82.0,0.5,219.8156688,487377.0,13.3,7.8,0
1790,63.9,224.0,0.28,62.0,314,16.4,87,86.0,1.83,73.0,0.5,247.24276,48482614.0,13.2,7.9,0
1789,64.2,22.0,0.28,75.0,760,17.0,83,82.0,1.78,82.0,0.6,296.97284,48846474.0,13.2,8.0,0
1788,64.5,217.0,0.26,85.0,1088,17.6,78,84.0,1.68,86.0,0.6,41.451,49171586.0,13.2,8.1,0
1787,59.2,296.0,0.3,85.0,333,18.3,96,85.0,1.87,85.0,0.6,643.951373,49479752.0,13.2,8.2,0
1786,65.2,211.0,0.28,91.0,329,19.1,69,9.0,2.5,9.0,0.6,741.777116,49869.0,13.1,8.5,0
1785,65.4,29.0,0.3,92.0,190,19.8,65,9.0,1.92,9.0,0.5,987.7365832,5155896.0,13.1,8.8,0
1783,65.9,25.0,0.55,58.0,2175,21.3,58,87.0,2.22,84.0,0.5,1171.58257,5986514.0,13.0,9.1,0
1782,66.2,22.0,0.7,75.0,1010,22.1,55,76.0,2.16,75.0,0.4,1168.83947,51448196.0,12.9,9.1,0
1781,66.4,21.0,0.01,88.0,122,22.9,52,88.0,2.28,88.0,0.3,1262.893782,51924182.0,12.9,9.1,0
1780,66.6,199.0,0.01,89.0,6,23.8,50,89.0,2.28,89.0,0.3,1194.59137,5243669.0,12.8,9.1,0
1811,57.4,41.0,5.73,91.0,469,24.5,4,9.0,6.11,79.0,8.6,257.99557,1899257.0,15.7,11.5,0
1810,56.5,399.0,5.09,91.0,416,25.1,4,79.0,6.18,78.0,8.6,1834.29486,1933596.0,15.2,11.7,0
1809,55.7,399.0,5.09,91.0,1278,25.8,4,78.0,6.17,77.0,8.6,1713.47594,1962147.0,14.7,11.8,0
1808,55.0,399.0,5.28,91.0,262,26.5,4,82.0,6.52,79.0,8.6,2482.36862,1986535.0,14.2,11.7,0
1807,54.7,399.0,4.8,91.0,4,27.2,4,81.0,6.47,81.0,8.6,3288.257373,29228.0,13.7,11.7,0
1806,55.1,399.0,4.89,91.0,4,27.9,4,86.0,7.32,86.0,8.6,3573.146387,232196.0,13.1,11.6,0
1805,57.0,399.0,4.94,91.0,3,28.7,4,74.0,7.2,86.0,8.6,3881.29535,255734.0,12.6,11.4,0
1804,60.0,356.0,5.12,91.0,21,29.4,4,81.0,6.99,86.0,8.6,422.51968,279915.0,12.0,11.3,0
1802,62.4,36.0,7.99,91.0,4076,31.0,4,83.0,8.5,83.0,8.6,4153.497885,21374.0,1.9,11.4,0
1801,63.0,299.0,7.58,83.0,3138,31.8,4,83.0,7.89,83.0,6.2,5191.58381,217317.0,1.4,11.4,0
1800,64.3,268.0,7.84,82.0,79,32.5,4,85.0,8.78,82.0,4.7,56.971392,2215621.0,9.9,11.5,0
1799,65.8,232.0,0.01,84.0,86,33.3,4,84.0,8.24,84.0,3.7,5749.44752,2263934.0,9.5,11.5,0
1798,66.1,232.0,0.01,89.0,1028,34.1,3,89.0,8.53,89.0,2.5,5488.131712,231652.0,9.0,11.6,0
1797,65.9,242.0,0.01,88.0,477,34.9,3,88.0,8.93,88.0,2.2,5421.343953,237992.0,8.6,11.7,0
1796,65.8,248.0,0.01,92.0,212,35.7,3,92.0,8.93,92.0,2.1,4737.66996,2425561.0,8.2,11.7,0
1828,62.5,238.0,0.08,91.0,9397,11.4,62,74.0,5.43,74.0,0.1,231.42554,2374911.0,18.5,8.9,0
1827,63.2,23.0,0.09,91.0,10000,11.9,58,73.0,5.36,72.0,0.1,248.6183539,24161777.0,18.3,9.0,0
1826,63.1,238.0,0.19,91.0,6749,12.4,54,72.0,5.6,72.0,0.1,246.375621,24566342.0,18.2,8.6,0
1825,64.3,22.0,0.2,9.0,10000,12.9,50,76.0,5.48,78.0,0.1,253.72412,2495623.0,18.0,9.2,0
1824,64.7,218.0,0.21,27.0,10000,13.4,47,9.0,5.82,9.0,0.2,287.4156,2539449.0,17.8,9.3,0
1823,65.4,28.0,0.2,41.0,5023,13.9,44,78.0,5.72,75.0,0.2,317.89198,2564287.0,17.6,9.4,0
1822,66.0,21.0,0.2,69.0,2838,14.4,41,91.0,5.7,89.0,0.2,348.6314534,2594618.0,17.4,9.6,0
1821,66.6,194.0,0.2,82.0,1415,14.9,38,82.0,5.84,82.0,0.2,393.8843518,26214847.0,17.2,10.0,0
1820,67.0,189.0,0.21,82.0,2089,15.4,35,82.0,6.44,82.0,0.2,473.844449,26475859.0,17.0,10.1,0
1819,67.5,183.0,0.22,89.0,189,15.9,32,93.0,6.41,89.0,0.2,48.7299,2674113.0,16.9,10.5,0
1818,68.0,178.0,0.24,82.0,190,16.4,30,83.0,6.43,82.0,0.2,592.1835216,2723137.0,16.7,11.1,0
1817,68.4,172.0,0.27,92.0,2359,16.9,27,92.0,6.73,92.0,0.2,692.1166842,27327147.0,16.5,12.0,0
1816,68.9,167.0,0.26,9.0,3362,17.4,25,9.0,5.89,9.0,0.2,681.7925868,27649925.0,16.3,12.3,0
1815,69.3,162.0,0.27,92.0,1861,18.0,24,92.0,5.69,92.0,0.1,688.6172788,2798531.0,16.1,12.3,0
1814,69.6,158.0,0.01,92.0,1279,18.5,22,92.0,5.8,92.0,0.1,76.2386977,28323241.0,15.9,12.4,0
1813,69.2,165.0,0.01,91.0,1599,19.1,21,9.0,5.8,91.0,0.1,743.7653489,28656282.0,15.7,12.2,0
1844,78.1,84.0,10.06,95.0,1019,51.8,1,97.0,7.42,97.0,0.1,25921.12794,15925513.0,1.1,16.5,1
1843,78.3,82.0,9.95,95.0,0,52.6,1,97.0,7.79,97.0,0.1,26584.12169,164618.0,1.1,16.7,1
1842,78.4,81.0,9.68,95.0,3,53.4,1,97.0,8.34,97.0,0.1,28817.32321,16148929.0,1.1,16.9,1
1841,78.7,8.0,9.56,95.0,4,54.2,1,98.0,8.46,98.0,0.1,35245.1647,1622532.0,1.1,16.5,1
1840,79.2,77.0,9.56,95.0,11,55.0,1,98.0,8.52,98.0,0.1,39954.64222,16281779.0,1.0,16.5,1
1839,79.4,72.0,9.69,95.0,4,55.8,1,96.0,9.6,96.0,0.1,41577.169,16319868.0,1.0,16.4,1
1838,79.8,71.0,9.79,95.0,1,56.5,1,96.0,9.36,96.0,0.1,44453.97119,1634611.0,1.0,16.5,1
1837,82.0,68.0,9.53,95.0,10,57.3,1,97.0,9.36,97.0,0.1,51241.31562,16381696.0,1.0,16.6,1
1836,83.0,68.0,9.62,95.0,109,57.9,1,97.0,9.57,97.0,0.1,56928.8248,16445593.0,1.0,16.8,1
1835,86.0,65.0,9.23,95.0,15,58.6,1,97.0,1.29,97.0,0.1,519.349,1653388.0,1.0,16.9,1
1834,88.0,64.0,9.33,95.0,15,59.3,1,97.0,1.48,97.0,0.1,5338.25483,16615394.0,1.0,17.0,1
1833,81.1,63.0,8.96,9.0,51,59.9,1,97.0,1.53,97.0,0.1,5354.6536,1669374.0,1.0,17.2,1
1832,81.1,62.0,9.05,9.0,10,6.5,1,97.0,11.1,97.0,0.1,49474.7561,16754962.0,1.0,18.1,1
1831,81.4,6.0,8.68,51.0,2632,61.0,1,97.0,11.4,97.0,0.1,51574.48942,1684432.0,1.0,18.1,1
1830,81.7,58.0,0.01,92.0,140,61.6,1,96.0,1.9,96.0,0.1,52157.4687,168658.0,1.0,18.1,1
1829,81.9,57.0,0.01,94.0,7,62.1,1,95.0,1.9,95.0,0.1,44292.88473,16939923.0,1.0,18.1,1
1860,78.6,87.0,8.91,9.0,65,58.9,0,82.0,7.47,9.0,0.1,13641.1272,1167660.0,0.3,17.2,1
1859,78.5,83.0,8.75,9.0,65,59.6,0,82.0,7.58,9.0,0.1,13882.85683,1167660.0,0.3,17.4,1
1858,78.7,83.0,9.13,89.0,21,6.3,0,84.0,7.89,9.0,0.1,16874.31232,1167660.0,0.3,17.5,1
1857,79.1,82.0,8.91,89.0,66,6.9,0,86.0,7.71,9.0,0.1,21913.7817,1167660.0,0.3,18.2,1
1856,79.2,79.0,9.15,88.0,33,61.5,0,87.0,7.89,89.0,0.1,2542.39935,1167660.0,0.3,18.4,1
1855,79.9,78.0,9.31,87.0,20,62.1,0,89.0,8.25,89.0,0.1,2775.89515,1167660.0,0.3,18.9,1
1854,79.9,76.0,9.34,87.0,20,62.6,0,89.0,8.65,89.0,0.1,2667.86452,1167660.0,0.3,19.1,1
1853,81.0,76.0,9.19,88.0,25,63.2,0,88.0,8.35,88.0,0.1,3259.73471,1167660.0,0.3,19.2,1
1852,81.0,75.0,9.49,9.0,0,63.8,0,89.0,1.7,89.0,0.1,31287.77865,1167660.0,0.3,19.5,1
1851,85.0,73.0,9.24,93.0,198,64.3,0,92.0,11.21,92.0,0.1,282.94193,1167660.0,0.3,19.3,1
1850,89.0,71.0,9.62,9.0,43,64.8,0,93.0,11.2,93.0,0.1,33691.34837,1167660.0,0.3,20.3,1
1849,86.0,72.0,9.47,95.0,597,65.3,0,95.0,11.24,95.0,0.1,38426.5581,1167660.0,0.3,19.7,1
1848,81.1,7.0,9.2,93.0,68,65.9,0,93.0,11.53,93.0,0.1,3997.25624,1167660.0,0.3,19.5,1
1847,81.3,69.0,9.18,93.0,8,66.4,0,92.0,11.17,92.0,0.1,42889.88141,1167660.0,0.3,19.3,1
1846,81.5,67.0,9.07,93.0,280,66.9,0,93.0,11.3,93.0,0.1,4453.24673,1167660.0,0.4,19.2,1
1845,81.6,66.0,8.7,92.0,10,67.5,0,92.0,11.3,92.0,0.1,3821.8937,1167660.0,0.4,19.2,1
1876,73.0,192.0,3.61,83.0,0,42.8,5,85.0,5.39,83.0,0.4,116.2743,526796.0,2.2,10.1,0
1875,73.0,193.0,3.51,87.0,0,43.5,5,89.0,5.26,87.0,0.4,143.6758,5175.0,2.2,10.4,0
1874,75.0,197.0,3.5,85.0,0,44.2,5,85.0,5.71,85.0,0.4,11.147277,5171734.0,2.2,10.7,0
1873,76.0,198.0,3.77,86.0,0,44.9,5,86.0,6.12,86.0,0.3,115.565314,524879.0,2.1,11.0,0
1872,71.0,194.0,3.81,79.0,0,45.7,4,9.0,6.13,79.0,0.3,191.55157,53973.0,2.1,11.0,0
1871,71.2,194.0,3.7,86.0,0,46.4,4,87.0,6.11,86.0,0.3,1175.116225,5379328.0,2.0,11.0,0
1870,73.0,17.0,3.69,88.0,0,47.1,4,88.0,6.33,88.0,0.3,124.992617,545211.0,2.0,11.0,0
1869,72.5,173.0,3.83,93.0,0,47.9,4,93.0,6.91,93.0,0.2,1344.31871,552216.0,2.0,11.0,0
1868,72.5,169.0,3.64,97.0,0,48.6,3,97.0,6.98,97.0,0.2,1518.85386,559456.0,1.9,11.1,0
1867,73.2,163.0,3.36,98.0,0,49.4,3,99.0,6.82,98.0,0.2,1464.497754,5666581.0,1.9,11.3,0
1866,73.2,154.0,3.38,98.0,0,5.2,3,99.0,6.58,98.0,0.1,1526.497938,5737723.0,1.9,11.4,0
1865,74.5,147.0,3.39,98.0,0,5.9,3,99.0,6.39,98.0,0.1,1682.957924,58782.0,1.8,11.5,0
1864,73.9,157.0,3.63,98.0,0,51.7,3,99.0,8.4,98.0,0.1,1792.3845,587718.0,1.8,11.5,0
1863,73.9,157.0,3.58,98.0,0,52.4,3,99.0,8.43,98.0,0.1,1847.19849,5945747.0,1.8,11.5,0
1862,74.5,148.0,3.55,98.0,0,53.2,3,99.0,9.4,98.0,0.1,1975.46477,613997.0,1.8,11.6,0
1861,74.8,145.0,3.55,98.0,0,54.0,2,99.0,9.4,98.0,0.1,295.966488,68235.0,1.8,11.7,0
1892,50.0,284.0,0.1,91.0,10000,13.6,128,41.0,6.1,34.0,1.5,158.455972,11352973.0,12.8,2.8,0
1891,56.0,283.0,0.11,91.0,10000,13.9,127,42.0,7.1,36.0,1.6,165.257247,11771976.0,12.7,2.9,0
1890,51.4,282.0,0.1,91.0,10000,14.3,124,43.0,6.55,39.0,1.6,177.828384,12262.0,12.5,2.9,0
1889,52.1,28.0,0.1,91.0,10000,14.6,121,44.0,6.23,41.0,1.6,215.8548,1265687.0,12.3,3.0,0
1888,52.9,279.0,0.11,91.0,10000,15.0,118,45.0,6.61,43.0,1.6,232.5661574,1312712.0,12.1,3.1,0
1887,53.7,278.0,0.11,91.0,2183,15.4,114,46.0,7.15,45.0,1.6,25.383731,13618449.0,11.9,3.5,0
1886,54.5,277.0,0.11,91.0,59,15.7,110,52.0,7.39,51.0,1.5,258.463873,1413264.0,11.6,3.7,0
1885,55.2,276.0,0.1,91.0,282,16.1,106,57.0,6.94,57.0,1.4,292.55962,14668338.0,11.4,3.8,0
1884,56.0,272.0,0.12,91.0,1317,16.5,102,68.0,6.76,67.0,1.3,354.8185998,15228525.0,11.2,4.0,0
